Unnamed: 0,smiles,selfies,MW,clogp,tpsa,qed,bcl2,bclw,bclxl,mcl1,SAs,carbon_n,gsk3b,jnk3,s_bcl2,s_bclw,s_mcl1,s_bclxl
10,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,[C][C][C][=C][C][=C][C][C][C][=C][C][=C][C][=C][C][=C][C][Branch2][Ring1][Ring2][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][N][C][Ring1][=Branch2][O][C][C][O][C][Branch1][C][O][Branch2][Ring2][=N][C][C][Branch1][C][O][C][Branch1][C][O][C][C][C][Branch1][C][O][C][C][Branch1][C][O][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][Branch1][C][C][C][Ring2][Branch1][Branch2][O][C][C][Branch1][C][O][C][Ring2][Ring1][P][C][=Branch1][C][=O][O],925.5034999400004,0.9357000000000052,319.61,0.1752920753470547,5.402482509613037,5.079885005950928,4.987228393554688,5.064257621765137,7.505262378346862,47,0.04,0.02,-0.3450567566205571,-0.6335273441851346,-1.1629318417250205,-0.6811334266042655
11,COc1cc(S(=O)(=O)CCOS(=O)(=O)O)c(C)cc1N=NC1C(=O)N(c2ccc(S(=O)(=O)O)cc2)N=C1C(=O)O,[C][O][C][=C][C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][Branch1][C][C][C][=C][Ring1][P][N][=N][C][C][=Branch1][C][=O][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][#Branch2][N][=C][Ring1][S][C][=Branch1][C][=O][O],620.0188997000001,0.7831200000000001,256.03,0.2320333790387674,4.595341205596924,3.981184244155884,5.124236106872559,4.845398426055908,3.742171545174324,20,0.04,0.01,-1.5156370429110877,-2.304916774389953,-1.5067729374311687,-0.5121936782957414
12,O=C(CCCCC1SCC2NC(=O)NC21)NCCOCCOCCOCCOCCOCCOCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,[O][=C][Branch2][Ring1][Ring2][C][C][C][C][C][S][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][Ring1][=Branch2][N][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][N][C][=Branch1][C][=O][C][C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][C][Ring2][Ring1][C][=O],791.3411431359999,0.7418000000000087,200.37,0.0641335447968271,5.834532737731934,5.351338863372803,5.701618671417236,5.120016574859619,4.565040721396726,37,0.07,0.07,0.2815367248514433,-0.2205804128095799,-1.0753311381525446,0.199757953986449
13,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,[C][O][C][=C][C][Branch2][Branch1][#Branch2][C][O][C][C][C][Branch2][Ring2][=Branch2][C][=C][C][Branch1][Ring1][O][C][=C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch1][O][C][C][Ring2][Ring1][=C][Ring2][Ring1][O][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][=Branch1][O],580.2155912119999,0.6804999999999999,174.98999999999995,0.2803165684873329,4.015542984008788,3.6601886749267583,4.452506065368652,4.305834770202637,4.614706551498122,28,0.03,0.02,-2.356506373770942,-2.793228624356816,-2.3544602280227296,-1.3404821110765748
14,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)N1)C(C)C)C(=O)O,[C][C][Branch1][C][C][C][C][Branch2][Branch1][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][S][C][C][Branch1][C][N][C][=Branch1][C][=O][N][Ring1][#Branch2][C][Branch1][C][C][C][C][=Branch1][C][=O][O],547.249826032,0.4807000000000056,179.72,0.1894783785238594,6.145529270172119,5.5512428283691415,5.986828327178955,5.713316917419434,4.022448152504623,23,0.03,0.01,0.7325685431561191,0.0835218375657067,-0.1432202473694538,0.5514406898902016
15,CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCCCCC(=O)NC(CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)C(N)=O,[C][C][O][C][=Branch1][C][=O][C][O][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=N][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][S][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][Ring1][=Branch2][C][Branch1][C][N][=O],902.457175932,0.9399000000000096,288.78,0.0235185715649451,6.266502857208253,4.875712871551514,5.495132446289063,5.051871299743652,5.060201652191113,43,0.1,0.09,0.9080140264212436,-0.944122511899414,-1.182391506290793,-0.0548534839943996
16,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(COC5OCC(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CCC12C,[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][C][C][Branch1][C][C][C][Ring1][=Branch1][C][Branch1][C][O][C][C][C][Branch1][C][C][C][C][C][Branch2][Branch1][=Branch2][O][C][O][C][Branch2][Ring2][Branch1][C][O][C][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][=C][O][C][Branch1][C][C][Branch1][C][C][C][Ring2][Ring2][=Branch2][C][C][C][Ring2][Ring2][=N][Ring2][Branch1][Ring1][C],916.5395511,0.6123000000000061,277.91,0.0945655243477075,4.898968696594238,4.615183830261231,4.316767692565918,5.632595539093018,6.312165936836568,47,0.07,0.05,-1.0752923925148832,-1.3404501572562326,-0.2700384378536249,-1.5078566769442583
17,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,[C][O][C][=C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][=C][C][=Branch1][#Branch1][=C][Ring2][Ring1][C][O][C][C][=C][C][=C][Branch1][Ring1][S][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][C][Ring2][Ring1][=Branch1],563.182517256,0.7549999999999994,164.01000000000005,0.3021615041785592,4.610745429992676,4.7986602783203125,4.607776641845703,5.132508277893066,4.312394484177512,27,0.11,0.03,-1.4932966158835754,-1.0613381309057155,-1.0557059136133722,-1.1490230211135646
18,CC(C)CN(CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,[C][C][Branch1][C][C][C][N][Branch2][Branch1][O][C][C][Branch2][Ring1][Branch2][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][O][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][O][C][O][C][C][C][Ring1][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],723.2673095,0.291800000000007,236.64,0.1438711137197448,4.319024562835693,4.487367630004883,4.052459716796875,5.956793785095215,4.940765910174775,33,0.1,0.03,-1.916373336768033,-1.5348894928296204,0.2392967069191224,-1.8337662321147812
19,CC1(C)OC2C(N)C(NC3C(O)C4OC(C)(C)OC4C4OC(C)(C)OC34)C3OC(C)(C)OC3C2O1,[C][C][Branch1][C][C][O][C][C][Branch1][C][N][C][Branch2][Ring2][Ring1][N][C][C][Branch1][C][O][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][#Branch1][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][P][Ring1][#Branch1][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][#Branch1][C][Ring2][Ring1][=C][O][Ring2][Ring2][C],500.2733808599999,0.1090000000000057,132.12000000000003,0.4772061399722191,5.3193039894104,4.275313854217528,4.6795310974121085,5.510308265686035,5.196191630458186,24,0.05,0.03,-0.4656888386457899,-1.8574745421991612,-0.4621591753118646,-1.0605449393337516
20,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(NC2OC(C(=O)O)C(O)C(O)C2O)cc1,[C][C][Branch1][C][C][C][N][Branch2][Ring2][Ring2][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][O][C][O][C][C][C][Ring1][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][O][O][C][=C][Ring2][Ring1][Ring1],723.2673095000001,0.0972000000000045,233.64999999999995,0.1370669432989538,6.724522113800049,6.437077522277832,5.643832206726074,6.213949203491211,4.880950525559389,33,0.06,0.03,1.572269851070625,1.4310905257759168,0.6433034955830357,0.1285033467519305
21,O=C1NC(=O)C(Cc2ccc(OCCc3ccc(CCOC4OC(C(=O)O)C(O)C(O)C4O)cn3)cc2)S1,[O][=C][N][C][=Branch1][C][=O][C][Branch2][Branch1][=Branch1][C][C][=C][C][=C][Branch2][Ring2][=Branch2][O][C][C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][C][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][O][O][C][=N][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][=C][S][Ring2][Ring2][Branch1],548.1464660959998,0.0485000000000009,184.74,0.2545071916509808,6.105987071990968,5.446402072906494,5.76838493347168,5.624839782714844,4.1688787598900285,25,0.1,0.02,0.6752213135729764,-0.0759662929864817,-0.2822232024117668,0.2820852568355173
22,COC(=O)C1NC(C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O)SC1(C)C,[C][O][C][=Branch1][C][=O][C][N][C][Branch2][Ring2][N][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O][S][C][Ring2][Ring1][=C][Branch1][C][C][C],535.1723464959999,0.2590000000000041,169.83,0.2820956738897138,3.4881806373596187,3.3836398124694824,3.242403507232666,3.663450956344605,4.647701531479769,22,0.08,0.03,-3.121329043169493,-3.2139262899259977,-3.36368423483254,-2.8326201567987783
23,CC(=O)OCC1OCC2OC(Oc3ccccc3)C(OC(C)=O)C(OC(C)=O)C2OC2OCC1(OC(C)=O)C(OC(C)=O)C2OC(C)=O,[C][C][=Branch1][C][=O][O][C][C][O][C][C][O][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Ring2][Ring1][Branch1][O][C][O][C][C][Ring2][Ring1][=N][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Ring1][=C][O][C][Branch1][C][C][=O],682.210899756,0.5224000000000035,203.95,0.2572083906338552,3.618707656860352,3.7435598373413086,3.3690187931060787,4.264122009277344,6.17704946992383,31,0.04,0.11,-2.932028415019793,-2.6664009343350967,-2.419993510163346,-2.676494972241916
24,Cc1ncc(COP(=O)(O)O)c(CNCCNCc2c(COP(=O)(O)O)cnc(C)c2O)c1O,[C][C][=N][C][=C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][#C][C][N][C][C][N][C][C][=C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][=N][C][Branch1][C][C][=C][Ring1][=N][O][=C][Ring2][Ring1][S][O],522.1280663559999,0.6026399999999994,223.82,0.1332638296860338,3.9155240058898926,3.6049184799194336,3.319629192352295,3.983219146728516,3.370539955299272,18,0.02,0.03,-2.501561822498872,-2.877307950550852,-2.861308976633873,-2.73739568008049
25,CC(C)C(NC(=O)OCc1ccccc1)C(=O)OCC(COC=O)OCn1cnc2c(=O)[nH]c(N)nc21,[C][C][Branch1][C][C][C][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][Branch1][C][O][C][=O][O][C][N][C][=N][C][C][=Branch1][C][=O][NH1][C][Branch1][C][N][=N][C][=Ring1][Branch2][Ring1][O],516.1968618559999,0.7117000000000007,189.75,0.1647152152087997,5.9592695236206055,6.570896625518799,6.017098426818848,5.334453105926514,3.726719569497809,23,0.28,0.04,0.4624398973318931,1.6346617277754676,-0.738438317348134,0.5887657637170516
26,CC(=O)OCC1OC(CN2CN(Cc3ccccc3)c3c(O)nc(N)nc32)C(OC(C)=O)C1OC(C)=O,[C][C][=Branch1][C][=O][O][C][C][O][C][Branch2][Ring1][P][C][N][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][C][O][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][Ring2][Ring1][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Ring2][Ring1][N][O][C][Branch1][C][C][=O],515.201612888,0.7424000000000003,166.64,0.3735237961282191,5.6626853942871085,5.368730068206787,5.170803070068359,5.424860954284668,4.1458559349400685,24,0.05,0.0,0.0323100882179467,-0.1941241865568936,-0.5964020938338926,-0.4547734728833736
27,O=C(O)CCOCCOCCOCCOCCOCCOCCNC(=O)CCCCC1SCC2NC(=O)NC21,[O][=C][Branch1][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][S][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][Ring1][=Branch2],579.2825656399998,0.4027000000000068,162.91000000000005,0.0828803017679418,4.5189208984375,4.5458269119262695,4.31777286529541,4.462904453277588,3.9873588286677695,25,0.05,0.02,-1.626467828782136,-1.445958794591881,-2.107694211380408,-1.5066172311947112
28,CC12C=CC(=O)C=C1C(F)CC1C3CC(O)(CC(=O)O)C(O)(C(=O)C(O)CC(=O)O)C3(C)CC(O)C12F,[C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][Branch1][C][F][C][C][C][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][Branch1][C][O][Branch1][#C][C][=Branch1][C][=O][C][Branch1][C][O][C][C][=Branch1][C][=O][O][C][Ring2][Ring1][Ring1][Branch1][C][C][C][C][Branch1][C][O][C][Ring2][Ring1][=Branch2][Ring2][Ring2][Ring1][F],528.1807035999999,0.2566999999999997,189.66,0.2788023583009932,5.16530179977417,5.2853431701660165,4.404379844665527,5.249669075012207,5.340969845719031,25,0.02,0.02,-0.6890350189698096,-0.3209758142696174,-0.8716391819199393,-1.3998249861288945
29,CC(C)(C)OC(=O)CCOCCOCCOCCN(CCOCCOCCOCCN)CCOCCOCCOCCN,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][O][C][C][O][C][C][O][C][C][N][Branch1][=N][C][C][O][C][C][O][C][C][O][C][C][N][C][C][O][C][C][O][C][C][O][C][C][N],627.4306097719999,0.08700000000001,164.65,0.0728143901703926,5.8239402770996085,6.3396058082580575,5.577613830566406,5.655457496643066,2.9927224843030498,29,0.03,0.0,0.2661746989734308,1.2828124884598853,-0.2341209133076605,0.0468516241524967
30,CSCCC(NC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,[C][S][C][C][C][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],510.21482042800005,0.8051000000000035,176.92000000000004,0.2586993429746413,3.572570562362672,3.656216144561768,3.1707270145416264,4.553132057189941,3.2513409902254264,23,0.02,0.01,-2.998940085896978,-2.799271803258744,-1.9659411628432932,-2.921002105096594
31,O=C(CCCCC1SCC2NC(=O)NC21)NCCOCCOCCOCCOCCOCCNC(=O)CCCCC1SCC2NC(=O)NC21,[O][=C][Branch2][Ring1][Ring2][C][C][C][C][C][S][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][Ring1][=Branch2][N][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][S][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][Ring1][=Branch2],732.3550193719998,0.7534000000000077,186.61,0.0492880865570891,4.968754768371582,5.255431652069092,4.863801002502441,4.812800407409668,4.7385400533740905,32,0.03,0.02,-0.9740831005684216,-0.3664784633320435,-1.5579864055829211,-0.8333277219018329
